ID;Gender;DateOfBirth;UmbracoMemberId;Leeftijd;leeftijd groep;1_1;1_2;1_3;1_4;1_5;1_6;2_1;2_2;2_3;2_4;2_5;2_6;2_7;2_8;2_9;2_10;2_11;2_12;2_13;2_14;2_15;2_16;2_17;2_18;3_1;3_2;3_3;3_4;3_5;3_6;3_7;3_8;3_9;3_10;3_11;3_12;4_1;4_2;4_3;4_4;4_5;4_6;4_7;4_8;4_9;4_10;4_11;4_12;4_13;4_14;4_15;4_16;4_17;4_18;4_19;4_20;5_1;5_2;5_3;5_4;5_5;5_6;5_7;5_8;5_9;5_10;5_11;5_12;5_13;5_14;5_15;6_2;6_3;6_4;6_5;6_6;6_7;6_8;6_9;6_10;6_11;6_12;6_16;6_17;6_18;6_19;6_20;6_21;7_1;7_2;7_3;7_4;7_5;7_6;7_7;8_1;8_2;8_3;8_4;8_5;8_6;8_7;8_8;9_1;9_3;9_7;9_8;9_9;9_10;9_11;10_1;10_2;10_3;10_4;10_5;10_6;10_7;10_8;11_1;11_2;109_7;109_8;108_1;108_2;108_3;108_4;108_5;109_1;109_2;109_4;109_6;Seizoen 20-21.JO_Team;Seizoen 20-21.Finals
50F6424D-5965-4E24-B651-00EBD97CAD4E;1;17/04/2010 00:00;20404;11;<13 - 11 of 12 jaar;2;2;2;5;5;5;5;5;5;5;4;5;4;5;4;1;1;1;1;1;1;2;1;1;3;5;5;4;4;5;4;2;2;1;5;5;4;5;3;4;5;5;4;3;4;4;3;4;3;4;2;5;5;5;5;5;5;4;3;5;5;5;4;4;2;5;5;5;4;4;4;3;5;3;2;2;10;1;7;NULL;NULL;2;4;4;5;5;5;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
5F407C54-E23C-409F-8815-017CC9BF9E05;0;13/04/2013 00:00;21577;8;<9 - 8 jaar of jonger;3;2;3;5;5;5;5;4;5;5;4;5;4;2;5;3;2;3;3;2;2;3;3;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
2E4ACE53-7363-4B8E-907E-018EF0A45E90;0;17/03/2009 00:00;20246;12;<13 - 11 of 12 jaar;3;2;2;4;4;4;2;3;4;2;3;5;3;3;4;1;3;2;1;2;1;3;3;1;3;4;4;4;4;4;3;4;3;3;3;4;3;3;3;3;4;3;4;4;4;4;3;3;3;4;3;3;4;4;3;3;5;4;4;5;3;4;3;3;3;5;5;5;3;3;4;6;5;6;2;3;5;1;8;NULL;NULL;2;3;3;5;5;5;5;3;3;3;3;3;3;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;3;3;3;3;3;3;3;NULL;NULL;146;31;1.00;1.00;0.00;3.00;2.00;2.00;1.00;3.00;1.00;0;0
935AADBD-1BD3-4160-959F-03CCD06E5223;0;18/02/2014 00:00;21926;7;<9 - 8 jaar of jonger;4;2;2;4;5;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;3;3;3;3;3;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
921190EF-7B30-440C-9FF3-04CE74F43FFB;0;05/01/2014 00:00;22644;7;<9 - 8 jaar of jonger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;3;3;3;4;4;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
CA5C9507-B486-4E39-8265-00200CF7A1A6;0;16/03/2005 00:00;20648;16;15-18 - 15,16,17, of 18 jaar;3;1;1;5;5;5;4;4;5;5;5;5;5;4;1;3;2;2;3;4;3;2;NULL;1;5;5;5;5;5;5;4;1;1;1;5;5;5;5;5;3;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;8;3;4;7;5;32;2;NULL;4;4;2;2;3;3;3;2;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
4198578A-7748-463C-AD51-0038CFF9B26B;1;13/04/2009 00:00;23416;12;<13 - 11 of 12 jaar;1;1;1;5;5;5;5;3;1;5;5;5;5;3;4;1;1;3;3;3;5;3;1;1;3;5;5;4;5;5;5;1;3;4;5;5;5;5;5;5;3;5;3;5;5;5;5;5;4;4;3;5;5;5;4;5;5;5;4;5;5;5;5;4;4;5;5;5;3;3;5;1;0;1;2;3;2;1;8;NULL;NULL;2;1;1;NULL;5;5;5;4;3;3;4;3;3;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1
BDF2FFAE-C6FC-428F-A89F-0329F0CBD6A9;1;27/07/2009 00:00;22934;12;<13 - 11 of 12 jaar;3;2;2;5;4;5;3;4;4;4;4;5;4;5;5;2;2;3;1;2;2;2;3;2;2;5;5;4;5;4;4;4;3;3;5;4;4;3;2;3;3;3;3;4;4;3;NULL;4;4;3;2;4;5;4;3;4;3;4;3;4;2;3;4;2;2;5;5;4;3;3;3;5;3;2;2;3;3;1;8;NULL;NULL;2;4;2;5;5;5;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;4;3;3;4;4;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
784FD783-E345-457B-9525-0556CE46C000;0;20/07/2009 00:00;22706;12;<13 - 11 of 12 jaar;2;1;2;5;5;5;4;4;5;5;5;5;4;5;5;1;1;3;1;1;1;4;1;1;5;5;5;5;5;5;5;1;1;1;5;5;5;5;5;5;5;3;3;4;4;4;4;4;4;4;3;3;5;5;4;4;5;5;4;5;4;4;5;5;4;5;5;5;5;5;3;6;3;6;4;6;18;1;8;NULL;NULL;2;3;3;5;5;5;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;5;4;4;3;3;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1
960425D4-5416-498F-9CE9-056D24B1DBF0;0;11/11/2011 00:00;22714;10;<11 - 9 of 10 jaar;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;4;4;3;3;3;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
A1523CB2-F610-4D05-B1E7-05C45AF1B8A9;0;03/01/2004 00:00;21439;17;15-18 - 15,16,17, of 18 jaar;2;NULL;4;5;5;2;4;4;5;5;4;3;4;4;5;4;4;4;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;4;4;NULL;NULL;4;5;NULL;4;3;4;4;3;4;5;4;4;5;5;5;4;5;4;5;4;5;4;5;5;4;5;5;4;11;2;2;3;6;6;2;NULL;4;3;1;3;2;5;5;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;3;3;3;4;3;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1
0433532E-042F-4B51-AAB5-0664F3DF7BD6;0;04/01/2011 00:00;20477;10;<11 - 9 of 10 jaar;1;1;3;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;3;3;3;1;4;5;5;5;5;4;3;1;1;3;5;5;5;3;3;1;3;5;5;5;5;5;3;3;5;1;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
525130D3-8842-4E3F-A20B-0047FF0070C7;0;16/04/2013 00:00;22559;8;<9 - 8 jaar of jonger;4;5;5;5;5;5;4;5;5;5;5;5;4;5;5;2;1;3;1;3;1;3;1;1;4;5;5;5;5;5;1;4;4;1;5;5;4;4;4;4;5;4;4;3;4;3;4;3;3;4;3;3;3;4;3;4;5;5;5;5;4;5;4;3;3;5;4;4;4;3;4;2;3;2;2;3;2;1;4;NULL;NULL;2;3;3;5;5;5;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;4;4;3;3;3;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
4BD83A4F-A0B4-4714-8A30-004B24F0A2F4;0;21/01/2014 00:00;21076;7;<9 - 8 jaar of jonger;3;2;1;5;4;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;4;3;3;3;3;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;3;4;3;3;3;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
7118859E-2D17-4473-9FF4-02270D53409C;0;20/01/2007 00:00;22746;14;<15 - 13 of 14 jaar;1;2;1;5;5;5;5;5;5;5;5;5;5;1;1;5;4;4;1;1;5;3;3;1;5;5;5;5;5;5;5;4;2;5;4;4;4;4;3;1;2;4;5;5;5;5;5;3;5;3;3;3;4;4;4;5;5;5;5;5;3;4;5;3;5;4;4;5;5;5;3;7;3;7;2;2;6;2;NULL;2;5;2;3;3;5;4;4;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;4;3;3;2;3;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
F9F16A19-41DA-42BC-9F9D-04A81637A59F;0;19/07/2012 00:00;21108;9;<11 - 9 of 10 jaar;1;2;1;5;5;5;2;2;5;5;4;5;4;5;5;1;5;2;4;4;2;4;2;1;5;5;5;5;5;5;5;1;1;1;5;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
18357C45-A7A0-479B-BFD8-04A957CC16D8;0;01/01/2008 00:00;23035;13;<15 - 13 of 14 jaar;3;1;2;5;4;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
